web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe
"1669622809-1058","https://www.autolina.ch/elektro-auto","99'586","3930","null","408","blau"
"1669622809-1059","https://www.autolina.ch/elektro-auto","50'800","4900","2021","204","sonstiges"
"1669622809-1060","https://www.autolina.ch/elektro-auto","36'800","4900","2020","204","weiss"
"1669622809-1061","https://www.autolina.ch/elektro-auto","37'300","5035","2019","204","anthrazit"
"1669622809-1062","https://www.autolina.ch/elektro-auto","47'900","5400","2022","204","grau"
"1669622809-1063","https://www.autolina.ch/elektro-auto","64'900","5400","2022","325","weiss"
"1669622809-1064","https://www.autolina.ch/elektro-auto","58'800","5728","2022","204","weiss"
"1669622809-1065","https://www.autolina.ch/elektro-auto","79'400","5728","null","204","gelb"
"1669622809-1066","https://www.autolina.ch/elektro-auto","42'900","6147","null","136","schwarz"
"1669622809-1067","https://www.autolina.ch/elektro-auto","43'900","6147","null","136","weiss"
"1669622809-1068","https://www.autolina.ch/elektro-auto","35'490","1772","null","118","sonstiges"
"1669622809-1069","https://www.autolina.ch/elektro-auto","60'900","3421","null","204","weiss"
"1669622809-1070","https://www.autolina.ch/elektro-auto","81'900","3421","2022","299","grau"
"1669622809-1071","https://www.autolina.ch/elektro-auto","63'220","3421","null","204","weiss"
"1669622809-1072","https://www.autolina.ch/elektro-auto","61'920","3421","null","204","schwarz"
"1669622809-1073","https://www.autolina.ch/elektro-auto","46'980","3421","2022","204","weiss"
"1669622809-1074","https://www.autolina.ch/elektro-auto","84'900","3421","null","204","weiss"
"1669622809-1075","https://www.autolina.ch/elektro-auto","46'900","5035","2021","491","weiss"
"1669622809-1076","https://www.autolina.ch/elektro-auto","79'800","5035","2021","503","schwarz"
"1669622809-1077","https://www.autolina.ch/elektro-auto","33'200","9100","2021","217","weiss"
"1669622809-1078","https://www.autolina.ch/elektro-auto","69'990","2504","2022","299","schwarz"
"1669622809-1079","https://www.autolina.ch/elektro-auto","60'580","8708","null","299","weiss"
"1669622809-1080","https://www.autolina.ch/elektro-auto","83'460","9435","2022","299","schwarz"
"1669622809-1081","https://www.autolina.ch/elektro-auto","58'470","4665","null","204","sonstiges"
"1669622809-1082","https://www.autolina.ch/elektro-auto","99'800","9015","null","408","weiss"
"1669622809-1083","https://www.autolina.ch/elektro-auto","39'300","5507","null","136","rot"
"1669622809-1084","https://www.autolina.ch/elektro-auto","32'300","5507","null","136","weiss"
"1669622809-1085","https://www.autolina.ch/elektro-auto","39'500","5507","null","136","weiss"
"1669622809-1086","https://www.autolina.ch/elektro-auto","64'990","4310","2022","204","sonstiges"
"1669622809-1087","https://www.autolina.ch/elektro-auto","39'900","7323","2021","170","blau"
"1669622809-1088","https://www.autolina.ch/elektro-auto","94'950","7323","2022","327","schwarz"
"1669622809-1089","https://www.autolina.ch/elektro-auto","29'999","8184","2021","60","silber"
"1669622809-1090","https://www.autolina.ch/elektro-auto","98'660","1216","null","408","sonstiges"
"1669622809-1091","https://www.autolina.ch/elektro-auto","99'300","1216","null","408","sonstiges"
"1669622809-1092","https://www.autolina.ch/elektro-auto","41'900","8706","null","184","schwarz"
"1669622809-1093","https://www.autolina.ch/elektro-auto","75'890","1216","null","292","sonstiges"
"1669622809-1094","https://www.autolina.ch/elektro-auto","41'900","8706","2022","184","grün"
"1669622809-1095","https://www.autolina.ch/elektro-auto","59'200","8106","null","325","weiss"
"1669622809-1096","https://www.autolina.ch/elektro-auto","59'750","8106","null","325","grau"
"1669622809-1097","https://www.autolina.ch/elektro-auto","60'300","8106","null","325","gold"
"1669622809-1098","https://www.autolina.ch/elektro-auto","73'300","8106","null","325","gold"
"1669622809-1099","https://www.autolina.ch/elektro-auto","71'300","8106","null","325","weiss"
"1669622809-1100","https://www.autolina.ch/elektro-auto","69'900","8106","null","325","weiss"
"1669622809-1101","https://www.autolina.ch/elektro-auto","69'900","8106","null","325","weiss"
"1669622809-1102","https://www.autolina.ch/elektro-auto","53'750","8106","null","228","schwarz"
"1669622809-1103","https://www.autolina.ch/elektro-auto","55'200","8106","null","228","weiss"
"1669622809-1104","https://www.autolina.ch/elektro-auto","71'300","8106","null","325","weiss"
"1669622809-1105","https://www.autolina.ch/elektro-auto","58'200","8106","null","228","weiss"
"1669622809-1106","https://www.autolina.ch/elektro-auto","58'750","8106","null","228","schwarz"
"1669622809-1107","https://www.autolina.ch/elektro-auto","62'750","8106","null","325","grau"
"1669622809-1108","https://www.autolina.ch/elektro-auto","71'300","8106","null","325","gold"
"1669622809-1109","https://www.autolina.ch/elektro-auto","73'300","8106","null","325","sonstiges"
"1669622809-1110","https://www.autolina.ch/elektro-auto","69'350","8106","null","325","sonstiges"
"1669622809-1111","https://www.autolina.ch/elektro-auto","53'750","8106","null","228","grau"
"1669622809-1112","https://www.autolina.ch/elektro-auto","59'900","8500","2021","204","blau"
"1669622809-1113","https://www.autolina.ch/elektro-auto","33'989","5610","null","119","blau"
"1669622809-1114","https://www.autolina.ch/elektro-auto","34'900","5234","2020","145","anthrazit"
"1669622809-1115","https://www.autolina.ch/elektro-auto","59'990","2504","2022","204","silber"
"1669622809-1116","https://www.autolina.ch/elektro-auto","63'900","1163","2022","265","weiss"
"1669622809-1117","https://www.autolina.ch/elektro-auto","35'890","8274","null","118","grün"
"1669622809-1118","https://www.autolina.ch/elektro-auto","99'900","6926","2021","408","beige"
"1669622809-1119","https://www.autolina.ch/elektro-auto","64'555","6343","null","204","weiss"
"1669622809-1120","https://www.autolina.ch/elektro-auto","52'720","1700","null","136","grau"
"1669622809-1121","https://www.autolina.ch/elektro-auto","39'159","4414","null","122","weiss"
"1669622809-1122","https://www.autolina.ch/elektro-auto","39'159","4053","null","122","weiss"
"1669622809-1123","https://www.autolina.ch/elektro-auto","51'500","4053","2018","77","weiss"
"1669622809-1124","https://www.autolina.ch/elektro-auto","82'890","5116","2022","204","sonstiges"
"1669622809-1125","https://www.autolina.ch/elektro-auto","69'950","5116","2022","136","weiss"
"1669622809-1126","https://www.autolina.ch/elektro-auto","41'252","8400","null","136","weiss"
"1669622809-1127","https://www.autolina.ch/elektro-auto","69'900","5703","2021","408","blau"
"1669622809-1128","https://www.autolina.ch/elektro-auto","48'908","9542","null","136","weiss"
"1669622809-1129","https://www.autolina.ch/elektro-auto","64'750","4563","null","325","grau"
"1669622809-1130","https://www.autolina.ch/elektro-auto","72'150","4563","null","325","schwarz"
"1669622809-1131","https://www.autolina.ch/elektro-auto","66'900","8853","2020","408","schwarz"
"1669622809-1132","https://www.autolina.ch/elektro-auto","57'100","8853","null","170","schwarz"
"1669622809-1133","https://www.autolina.ch/elektro-auto","40'230","3072","null","136","weiss"
"1669622809-1134","https://www.autolina.ch/elektro-auto","72'560","9490","2022","299","schwarz"
"1669622809-1135","https://www.autolina.ch/elektro-auto","55'750","5615","null","204","weiss"
"1669622809-1136","https://www.autolina.ch/elektro-auto","69'990","4133","2019","361","weiss"
"1669622809-1137","https://www.autolina.ch/elektro-auto","43'200","4950","2022","136","schwarz"
"1669622809-1138","https://www.autolina.ch/elektro-auto","50'000","4132","null","136","grau"
"1669622809-1139","https://www.autolina.ch/elektro-auto","49'800","4132","null","136","weiss"
"1669622809-1140","https://www.autolina.ch/elektro-auto","71'900","6934","2022","371","weiss"
"1669622809-1141","https://www.autolina.ch/elektro-auto","36'960","4950","2022","136","blau"
"1669622809-1142","https://www.autolina.ch/elektro-auto","24'700","8953","2021","145","grau"
"1669622809-1143","https://www.autolina.ch/elektro-auto","38'900","1219","2022","204","sonstiges"
"1669622809-1144","https://www.autolina.ch/elektro-auto","35'500","4512","null","136","gelb"
"1669622809-1145","https://www.autolina.ch/elektro-auto","77'700","4528","2021","299","schwarz"
"1669622809-1146","https://www.autolina.ch/elektro-auto","61'000","3018","null","184","weiss"
"1669622809-1147","https://www.autolina.ch/elektro-auto","55'950","8712","2022","204","weiss"
"1669622809-1148","https://www.autolina.ch/elektro-auto","85'050","5610","null","602","sonstiges"
"1669622809-1149","https://www.autolina.ch/elektro-auto","69'538","5610","null","184","weiss"
"1669622809-1150","https://www.autolina.ch/elektro-auto","74'290","5610","null","338","rot"
"1669622809-1151","https://www.autolina.ch/elektro-auto","69'150","4322","null","325","grau"
"1669622809-1152","https://www.autolina.ch/elektro-auto","72'990","8184","null","371","blau"
"1669622809-1153","https://www.autolina.ch/elektro-auto","51'150","8952","null","204","grau"
"1669622809-1154","https://www.autolina.ch/elektro-auto","60'989","5610","null","265","anthrazit"
"1669622809-1155","https://www.autolina.ch/elektro-auto","33'900","6403","null","136","rot"
"1669622809-1156","https://www.autolina.ch/elektro-auto","47'500","4950","null","136","weiss"
"1669622809-1157","https://www.autolina.ch/elektro-auto","53'990","8406","null","204","sonstiges"
"1669622809-1158","https://www.autolina.ch/elektro-auto","57'270","6208","null","170","sonstiges"
"1669622809-1159","https://www.autolina.ch/elektro-auto","61'870","6208","null","170","schwarz"
"1669622809-1160","https://www.autolina.ch/elektro-auto","39'900","6850","2022","204","sonstiges"
"1669622809-1161","https://www.autolina.ch/elektro-auto","63'970","8406","2022","204","blau"
"1669622809-1162","https://www.autolina.ch/elektro-auto","67'490","8406","2022","265","anthrazit"
"1669622809-1163","https://www.autolina.ch/elektro-auto","48'900","3322","null","218","rot"
"1669622809-1164","https://www.autolina.ch/elektro-auto","47'500","3322","null","218","weiss"
"1669622809-1165","https://www.autolina.ch/elektro-auto","62'500","8406","null","204","weiss"
"1669622809-1166","https://www.autolina.ch/elektro-auto","26'500","9015","2020","82","grau"
"1669622809-1167","https://www.autolina.ch/elektro-auto","66'900","6012","2022","292","grau"
"1669622809-1168","https://www.autolina.ch/elektro-auto","42'700","5054","2019","476","blau"
"1669622809-1169","https://www.autolina.ch/elektro-auto","83'800","8500","2021","408","weiss"
"1669622809-1170","https://www.autolina.ch/elektro-auto","32'980","3203","null","136","weiss"
"1669622809-1171","https://www.autolina.ch/elektro-auto","50'490","4053","2021","180","sonstiges"
"1669622809-1172","https://www.autolina.ch/elektro-auto","43'800","8620","2020","325","weiss"
"1669622809-1173","https://www.autolina.ch/elektro-auto","66'950","4665","null","265","weiss"
"1669622809-1174","https://www.autolina.ch/elektro-auto","56'410","3205","2022","136","weiss"
"1669622809-1175","https://www.autolina.ch/elektro-auto","45'500","4663","null","136","weiss"
"1669622809-1176","https://www.autolina.ch/elektro-auto","45'500","4663","null","136","weiss"
"1669622809-1177","https://www.autolina.ch/elektro-auto","61'500","3000","null","204","blau"
"1669622809-1178","https://www.autolina.ch/elektro-auto","43'500","6300","2019","476","weiss"
"1669622809-1179","https://www.autolina.ch/elektro-auto","51'900","8600","2022","204","weiss"
"1669622809-1180","https://www.autolina.ch/elektro-auto","62'888","8048","2020","313","schwarz"
"1669622809-1181","https://www.autolina.ch/elektro-auto","60'900","1845","2022","204","schwarz"
"1669622809-1182","https://www.autolina.ch/elektro-auto","40'390","4133","2020","204","sonstiges"
"1669622809-1183","https://www.autolina.ch/elektro-auto","56'900","1845","2022","204","silber"
"1669622809-1184","https://www.autolina.ch/elektro-auto","44'500","1163","2022","204","sonstiges"
"1669622809-1185","https://www.autolina.ch/elektro-auto","70'850","8645","2022","299","schwarz"
"1669622809-1186","https://www.autolina.ch/elektro-auto","35'900","9100","2021","204","grau"
"1669622809-1187","https://www.autolina.ch/elektro-auto","31'800","8645","2020","170","weiss"
"1669622809-1188","https://www.autolina.ch/elektro-auto","64'490","6110","2022","325","grau"
"1669622809-1189","https://www.autolina.ch/elektro-auto","66'900","3000","null","204","schwarz"
"1669622809-1190","https://www.autolina.ch/elektro-auto","64'900","3000","null","204","weiss"
"1669622809-1191","https://www.autolina.ch/elektro-auto","35'650","9245","null","122","weiss"
"1669622809-1192","https://www.autolina.ch/elektro-auto","62'680","3800","2022","204","weiss"
"1669622809-1193","https://www.autolina.ch/elektro-auto","98'300","5430","null","408","blau"
"1669622809-1194","https://www.autolina.ch/elektro-auto","58'900","6330","2022","174","sonstiges"
"1669622809-1195","https://www.autolina.ch/elektro-auto","37'820","5502","2022","217","weiss"
"1669622809-1196","https://www.autolina.ch/elektro-auto","29'900","6074","2020","145","grau"
"1669622809-1197","https://www.autolina.ch/elektro-auto","69'900","3280","2022","299","silber"
"1669622809-1198","https://www.autolina.ch/elektro-auto","67'900","2504","2021","265","schwarz"
"1669622809-1199","https://www.autolina.ch/elektro-auto","98'600","6004","null","408","grau"
"1669622809-1200","https://www.autolina.ch/elektro-auto","101'800","6004","null","408","schwarz"
"1669622809-1201","https://www.autolina.ch/elektro-auto","71'890","9535","null","300","silber"
"1669622809-1202","https://www.autolina.ch/elektro-auto","67'890","9535","2022","286","anthrazit"
"1669622809-1203","https://www.autolina.ch/elektro-auto","103'550","8623","null","408","grau"
"1669622809-1204","https://www.autolina.ch/elektro-auto","77'900","8623","2022","299","rot"
"1669622809-1205","https://www.autolina.ch/elektro-auto","58'990","4900","2022","204","schwarz"
"1669622809-1206","https://www.autolina.ch/elektro-auto","61'920","4900","null","204","weiss"
"1669622809-1207","https://www.autolina.ch/elektro-auto","46'980","4900","2022","204","weiss"
"1669622809-1208","https://www.autolina.ch/elektro-auto","46'980","4900","2022","204","weiss"
"1669622809-1209","https://www.autolina.ch/elektro-auto","84'900","4900","null","204","weiss"
"1669622809-1210","https://www.autolina.ch/elektro-auto","46'900","4900","2021","204","grau"
